Geographic code,Geographic name,Geographic type,"Geographic name, Province or territory","Geographic code, Province or territory",Global non-response rate,Data quality flag,Household type,"Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
2488,Abitibi,Municipalité régionale de comté,Quebec,24,4.6,0,    Households consisting of only one census family without additional persons,6680,6745,68861,83755,21.6,59001,71043,20.4
2488,Abitibi,Municipalité régionale de comté,Quebec,24,4.6,0,"      One couple, with or without children in their census family",5770,5840,72265,89484,23.8,61700,74862,21.3
2488,Abitibi,Municipalité régionale de comté,Quebec,24,4.6,0,"        One couple, without children in their census family",2740,3280,58690,72169,23,50374,61248,21.6
2488,Abitibi,Municipalité régionale de comté,Quebec,24,4.6,0,"        One couple, with children in their census family",3030,2560,87315,113934,30.5,74180,94976,28
2488,Abitibi,Municipalité régionale de comté,Quebec,24,4.6,0,      One lone-parent census family,915,905,43583,52224,19.8,41696,47502,13.9
2488,Abitibi,Municipalité régionale de comté,Quebec,24,4.6,0,    Other census-family households,270,320,77834,94464,21.4,68830,83968,22
2488,Abitibi,Municipalité régionale de comté,Quebec,24,4.6,0,  Non-census-family households,2970,3475,24971,33312,33.4,23575,29691,25.9
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,Total – Household type including census family structure,17670,19040,53153,62540,17.7,46347,53992,16.5
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,  Census-family households,11865,12065,70830,87007,22.8,61362,72898,18.8
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,    Households consisting of only one census family without additional persons,11190,11435,70662,86968,23.1,60548,72608,19.9
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,"      One couple, with or without children in their census family",9550,9855,77190,94369,22.3,65422,78016,19.3
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,"        One couple, without children in their census family",4865,5515,60579,74819,23.5,52280,63625,21.7
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,"        One couple, with children in their census family",4690,4335,91395,121523,33,76916,98354,27.9
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,      One lone-parent census family,1645,1580,39874,50670,27.1,38717,45333,17.1
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,    Other census-family households,675,635,74593,88832,19.1,68196,78912,15.7
2489,La Vallée-de-l'Or,Municipalité régionale de comté,Quebec,24,4.7,0,  Non-census-family households,5805,6970,26069,32208,23.5,23895,28997,21.4
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,Total – Household type including census family structure,6335,6380,50069,51384,2.6,43857,46088,5.1
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,  Census-family households,4270,4010,63374,67840,7,55435,60501,9.1
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,    Households consisting of only one census family without additional persons,3880,3645,60916,67509,10.8,54111,59855,10.6
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,"      One couple, with or without children in their census family",3375,3110,66073,72285,9.4,56801,63317,11.5
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,"        One couple, without children in their census family",1815,1870,55130,62438,13.3,48664,54656,12.3
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,"        One couple, with children in their census family",1555,1245,76171,92197,21,66519,79909,20.1
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,      One lone-parent census family,510,525,36712,43904,19.6,35138,41088,16.9
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,    Other census-family households,385,370,70897,71424,0.7,69164,68416,-1.1
2490,La Tuque,Territoire équivalent,Quebec,24,7.6,0,  Non-census-family households,2065,2365,26950,26544,-1.5,25088,24928,-0.6
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,Total – Household type including census family structure,13300,13730,51854,54587,5.3,45482,48562,6.8
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,  Census-family households,9160,8925,65079,73352,12.7,56898,63990,12.5
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,    Households consisting of only one census family without additional persons,8845,8590,64939,72909,12.3,56425,63588,12.7
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,"      One couple, with or without children in their census family",7755,7550,70715,76875,8.7,60820,66274,9
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,"        One couple, without children in their census family",3800,4450,53827,61961,15.1,47338,54105,14.3
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,"        One couple, with children in their census family",3955,3100,83723,98816,18,72257,85583,18.4
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,      One lone-parent census family,1090,1035,39515,48666,23.2,37742,44523,18
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,    Other census-family households,315,340,69287,83776,20.9,63248,75648,19.6
2491,Le Domaine-du-Roy,Municipalité régionale de comté,Quebec,24,3.9,0,  Non-census-family households,4140,4805,24837,28454,14.6,23482,26112,11.2
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,Total – Household type including census family structure,10880,10805,49808,54479,9.4,44501,48221,8.4
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,  Census-family households,7565,7195,62087,70213,13.1,54406,61294,12.7
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,    Households consisting of only one census family without additional persons,7385,7020,62006,69834,12.6,54227,60843,12.2
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,"      One couple, with or without children in their census family",6510,6160,65206,74503,14.3,56921,64051,12.5
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,"        One couple, without children in their census family",3220,3715,50930,59288,16.4,45507,52450,15.3
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,"        One couple, with children in their census family",3290,2445,79886,97957,22.6,69549,83376,19.9
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,      One lone-parent census family,880,855,36445,45363,24.5,35873,42445,18.3
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,    Other census-family households,180,180,69598,86272,24,65113,78208,20.1
2492,Maria-Chapdelaine,Municipalité régionale de comté,Quebec,24,4.3,0,  Non-census-family households,3315,3605,24215,27648,14.2,22590,25628,13.4
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,Total – Household type including census family structure,21055,22905,54745,58076,6.1,47698,51031,7
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,  Census-family households,15000,15330,66439,74733,12.5,57886,64523,11.5
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,    Households consisting of only one census family without additional persons,14545,14830,65736,74304,13,57323,64097,11.8
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,"      One couple, with or without children in their census family",12895,13035,69100,78841,14.1,60175,67378,12
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,"        One couple, without children in their census family",6255,7480,54825,63261,15.4,48121,55242,14.8
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,"        One couple, with children in their census family",6640,5555,85589,102233,19.4,72783,86237,18.5
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,      One lone-parent census family,1655,1800,39509,48756,23.4,37790,44938,18.9
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,    Other census-family households,460,495,81327,86656,6.6,73389,79667,8.6
2493,Lac-Saint-Jean-Est,Municipalité régionale de comté,Quebec,24,3.8,0,  Non-census-family households,6050,7580,25780,30342,17.7,23652,27488,16.2
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,Total – Household type including census family structure,69205,75350,54702,59268,8.3,47851,51655,7.9
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,  Census-family households,47895,48770,70059,78398,11.9,60123,67019,11.5
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,    Households consisting of only one census family without additional persons,46000,47000,69376,77731,12,59622,66364,11.3
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,"      One couple, with or without children in their census family",39680,40980,74588,82613,10.8,63237,70111,10.9
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,"        One couple, without children in their census family",19885,23945,60365,67014,11,51865,58009,11.8
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,"        One couple, with children in their census family",19795,17035,89409,107087,19.8,75497,89528,18.6
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,      One lone-parent census family,6320,6020,40938,50701,23.8,39214,46295,18.1
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,    Other census-family households,1895,1775,80098,93525,16.8,70834,83363,17.7
2494,Le Saguenay-et-son-Fjord,Census division,Quebec,24,3.8,0,  Non-census-family households,21310,26580,25629,30720,19.9,23853,27921,17.1
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,Total – Household type including census family structure,5175,4980,50688,51760,2.1,45191,46421,2.7
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,  Census-family households,3625,3220,62678,69488,10.9,54802,60732,10.8
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,    Households consisting of only one census family without additional persons,3415,3050,61357,68291,11.3,53640,59750,11.4
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,"      One couple, with or without children in their census family",2915,2635,64927,72401,11.5,56657,62683,10.6
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,"        One couple, without children in their census family",1395,1580,53287,57984,8.8,46276,51691,11.7
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,"        One couple, with children in their census family",1520,1055,78943,97378,23.4,67114,82859,23.5
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,      One lone-parent census family,500,415,40873,47360,15.9,40752,44032,8
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,    Other census-family households,210,175,84608,87808,3.8,76845,79104,2.9
2495,La Haute-Côte-Nord,Municipalité régionale de comté,Quebec,24,5.8,0,  Non-census-family households,1545,1760,25215,25752,2.1,23877,24400,2.2
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,Total – Household type including census family structure,13690,13740,66709,64034,-4,56443,54980,-2.6
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,  Census-family households,9640,9065,82837,84040,1.5,68918,70927,2.9
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,    Households consisting of only one census family without additional persons,9030,8640,83989,83942,-0.1,68984,70531,2.2
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,"      One couple, with or without children in their census family",7730,7325,90135,91610,1.6,74478,76588,2.8
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,"        One couple, without children in their census family",3790,4175,74267,72375,-2.5,61732,61517,-0.3
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,"        One couple, with children in their census family",3940,3155,106077,118633,11.8,87295,97479,11.7
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,      One lone-parent census family,1300,1310,43866,49627,13.1,41492,46144,11.2
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,    Other census-family households,605,425,69396,86016,23.9,63381,78165,23.3
2496,Manicouagan,Municipalité régionale de comté,Quebec,24,4.6,0,  Non-census-family households,4045,4670,33258,34742,4.5,29164,30578,4.8
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,Total – Household type including census family structure,16170,16765,64932,72600,11.8,55495,61767,11.3
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,  Census-family households,11120,11060,79638,96597,21.3,67231,80543,19.8
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,    Households consisting of only one census family without additional persons,10510,10400,80121,96047,19.9,67076,79502,18.5
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,"      One couple, with or without children in their census family",8865,8700,89086,107652,20.8,73008,87874,20.4
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,"        One couple, without children in their census family",4375,4545,70709,81434,15.2,59919,68181,13.8
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,"        One couple, with children in their census family",4485,4155,105421,136856,29.8,84558,108705,28.6
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,      One lone-parent census family,1645,1700,39897,54365,36.3,38456,49459,28.6
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,    Other census-family households,605,660,73896,102827,39.2,71381,92416,29.5
2497,Sept-Rivières--Caniapiscau,Census division,Quebec,24,5.8,0,  Non-census-family households,5055,5710,34335,39029,13.7,29748,33934,14.1
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,Total – Household type including census family structure,4340,4465,55498,70042,26.2,50876,61275,20.4
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,  Census-family households,3380,3230,64312,85180,32.4,57445,73946,28.7
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,    Households consisting of only one census family without additional persons,3105,2920,64424,85248,32.3,57356,73013,27.3
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,"      One couple, with or without children in their census family",2705,2585,67801,90425,33.4,61187,76939,25.7
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,"        One couple, without children in their census family",1095,1360,57356,73003,27.3,51394,62763,22.1
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,"        One couple, with children in their census family",1610,1225,73825,113408,53.6,67669,95342,40.9
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,      One lone-parent census family,395,335,35754,53376,49.3,35754,48960,36.9
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,    Other census-family households,275,305,61528,84651,37.6,61528,81920,33.1
2498,Minganie--Le Golfe-du-Saint-Laurent,Census division,Quebec,24,7.9,0,  Non-census-family households,960,1235,29875,34837,16.6,27137,31245,15.1
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,Total – Household type including census family structure,11935,13675,73465,82065,11.7,64330,71575,11.3
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,  Census-family households,9330,10295,82042,94704,15.4,72655,84064,15.7
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,    Households consisting of only one census family without additional persons,7850,8295,78790,89316,13.4,68854,78748,14.4
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,"      One couple, with or without children in their census family",6685,6800,85163,98202,15.3,74259,85650,15.3
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,"        One couple, without children in their census family",2290,2635,77785,79011,1.6,64687,68774,6.3
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,"        One couple, with children in their census family",4390,4160,89185,110413,23.8,79230,96539,21.8
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,      One lone-parent census family,1165,1495,46206,58432,26.5,43983,54144,23.1
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,    Other census-family households,1485,2000,100671,119599,18.8,95269,111360,16.9
2499,Nord-du-Québec,Census division,Quebec,24,10,1100,  Non-census-family households,2605,3380,38455,45440,18.2,33852,39840,17.7
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,Total – Household type including census family structure,44260,47830,57365,59526,3.8,50814,53615,5.5
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,  Census-family households,31890,32990,70629,76271,8,61773,67908,9.9
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,    Households consisting of only one census family without additional persons,30155,30740,69423,75178,8.3,60902,66840,9.8
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,"      One couple, with or without children in their census family",26280,26455,74401,80775,8.6,64348,71240,10.7
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,"        One couple, without children in their census family",13110,15205,63561,70882,11.5,56055,63097,12.6
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,"        One couple, with children in their census family",13175,11250,85995,97266,13.1,74276,85125,14.6
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,      One lone-parent census family,3875,4285,38769,42711,10.2,36249,41052,13.3
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,    Other census-family households,1740,2250,91511,92928,1.5,82078,84559,3
3501,"Stormont, Dundas and Glengarry",United counties,Ontario,35,4.5,0,  Non-census-family households,12365,14835,28987,29848,3,26303,27650,5.1
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,Total – Household type including census family structure,30095,35390,71591,78748,10,61271,68488,11.8
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,  Census-family households,23295,26490,85240,95277,11.8,72435,82117,13.4
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,    Households consisting of only one census family without additional persons,21995,24740,84019,93838,11.7,71535,80713,12.8
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,"      One couple, with or without children in their census family",19520,21800,90195,99514,10.3,76182,85079,11.7
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,"        One couple, without children in their census family",8825,11435,71659,81412,13.6,60994,70946,16.3
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,"        One couple, with children in their census family",10695,10370,102600,121192,18.1,85915,102625,19.4
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,      One lone-parent census family,2470,2935,47350,56135,18.6,42861,51184,19.4
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,    Other census-family households,1295,1750,106211,116480,9.7,92540,102165,10.4
3502,Prescott and Russell,United counties,Ontario,35,3.9,0,  Non-census-family households,6800,8900,30256,36664,21.2,26600,32875,23.6
3506,Ottawa,Census division,Ontario,35,3.5,0,Total – Household type including census family structure,321100,373755,82537,85981,4.2,69155,73745,6.6
3506,Ottawa,Census division,Ontario,35,3.5,0,  Census-family households,217820,248820,104318,111091,6.5,86964,94237,8.4
3506,Ottawa,Census division,Ontario,35,3.5,0,    Households consisting of only one census family without additional persons,201115,228260,103306,110121,6.6,85865,93087,8.4
3506,Ottawa,Census division,Ontario,35,3.5,0,"      One couple, with or without children in their census family",172085,195115,112512,119543,6.2,92363,100273,8.6
3506,Ottawa,Census division,Ontario,35,3.5,0,"        One couple, without children in their census family",75545,91015,98250,102862,4.7,81285,87074,7.1
3506,Ottawa,Census division,Ontario,35,3.5,0,"        One couple, with children in their census family",96540,104095,124452,137853,10.8,102181,115088,12.6
3506,Ottawa,Census division,Ontario,35,3.5,0,      One lone-parent census family,29030,33150,55191,62173,12.7,49388,56033,13.5
3506,Ottawa,Census division,Ontario,35,3.5,0,    Other census-family households,16705,20555,115587,121577,5.2,99328,106837,7.6
3506,Ottawa,Census division,Ontario,35,3.5,0,  Non-census-family households,103285,124935,47134,49296,4.6,40342,42866,6.3
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,Total – Household type including census family structure,39925,42750,64571,68305,5.8,56064,60569,8
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,  Census-family households,29560,30285,78639,84484,7.4,67123,74080,10.4
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,    Households consisting of only one census family without additional persons,27860,28225,77867,83324,7,66272,73103,10.3
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,"      One couple, with or without children in their census family",24775,24825,81951,88494,8,69835,77146,10.5
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,"        One couple, without children in their census family",13090,14725,69735,77592,11.3,59934,68289,13.9
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,"        One couple, with children in their census family",11685,10095,94735,107755,13.7,80666,92589,14.8
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,      One lone-parent census family,3090,3405,42030,48785,16.1,39438,45515,15.4
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,    Other census-family households,1695,2055,96455,100974,4.7,84161,90386,7.4
3507,Leeds and Grenville,United counties,Ontario,35,4.4,0,  Non-census-family households,10360,12465,32662,35224,7.8,28976,32007,10.5
3509,Lanark,County,Ontario,35,4.6,0,Total – Household type including census family structure,25165,28580,67316,71660,6.5,58359,63058,8.1
3509,Lanark,County,Ontario,35,4.6,0,  Census-family households,18650,20500,80510,88301,9.7,68857,76865,11.6
3509,Lanark,County,Ontario,35,4.6,0,    Households consisting of only one census family without additional persons,17545,19060,79655,86934,9.1,68222,75575,10.8
3509,Lanark,County,Ontario,35,4.6,0,"      One couple, with or without children in their census family",15430,16720,85646,92184,7.6,72442,79676,10
3509,Lanark,County,Ontario,35,4.6,0,"        One couple, without children in their census family",7760,9620,74587,80880,8.4,63171,70523,11.6
3509,Lanark,County,Ontario,35,4.6,0,"        One couple, with children in their census family",7665,7100,97645,111128,13.8,83027,95098,14.5
3509,Lanark,County,Ontario,35,4.6,0,      One lone-parent census family,2115,2345,45239,49536,9.5,41193,46064,11.8
3509,Lanark,County,Ontario,35,4.6,0,    Other census-family households,1105,1440,94243,107691,14.3,81356,96597,18.7
3509,Lanark,County,Ontario,35,4.6,0,  Non-census-family households,6515,8080,33543,36390,8.5,29838,33003,10.6
3510,Frontenac,County,Ontario,35,4.4,0,Total – Household type including census family structure,59190,64295,64251,69432,8.1,56093,61139,9
3510,Frontenac,County,Ontario,35,4.4,0,  Census-family households,39780,41605,83823,91067,8.6,72070,79326,10.1
3510,Frontenac,County,Ontario,35,4.4,0,    Households consisting of only one census family without additional persons,37155,38255,83318,89972,8,71129,78117,9.8
3510,Frontenac,County,Ontario,35,4.4,0,"      One couple, with or without children in their census family",32370,32700,89139,97073,8.9,76027,83722,10.1
3510,Frontenac,County,Ontario,35,4.4,0,"        One couple, without children in their census family",16270,18205,75806,84635,11.6,64522,73592,14.1
3510,Frontenac,County,Ontario,35,4.4,0,"        One couple, with children in their census family",16105,14500,102937,115675,12.4,86824,98680,13.7
3510,Frontenac,County,Ontario,35,4.4,0,      One lone-parent census family,4785,5550,46097,52360,13.6,42486,48358,13.8
3510,Frontenac,County,Ontario,35,4.4,0,    Other census-family households,2620,3355,89115,104128,16.8,79563,93171,17.1
3510,Frontenac,County,Ontario,35,4.4,0,  Non-census-family households,19415,22690,34746,38250,10.1,30990,34743,12.1
3511,Lennox and Addington,County,Ontario,35,5.6,0,Total – Household type including census family structure,15535,17055,63916,71725,12.2,55948,63324,13.2
3511,Lennox and Addington,County,Ontario,35,5.6,0,  Census-family households,12110,12705,76433,85353,11.7,66422,74843,12.7
3511,Lennox and Addington,County,Ontario,35,5.6,0,    Households consisting of only one census family without additional persons,11270,11705,75161,83625,11.3,64277,73088,13.7
3511,Lennox and Addington,County,Ontario,35,5.6,0,"      One couple, with or without children in their census family",10050,10395,79058,88570,12,68174,77047,13
3511,Lennox and Addington,County,Ontario,35,5.6,0,"        One couple, without children in their census family",5215,5930,65659,77408,17.9,57068,68041,19.2
3511,Lennox and Addington,County,Ontario,35,5.6,0,"        One couple, with children in their census family",4830,4465,93201,104779,12.4,79542,90359,13.6
3511,Lennox and Addington,County,Ontario,35,5.6,0,      One lone-parent census family,1225,1310,45564,48725,6.9,42388,45414,7.1
3511,Lennox and Addington,County,Ontario,35,5.6,0,    Other census-family households,840,1000,92063,101837,10.6,82271,91264,10.9
3511,Lennox and Addington,County,Ontario,35,5.6,0,  Non-census-family households,3425,4350,29868,36046,20.7,27312,32763,20
3512,Hastings,County,Ontario,35,4.4,0,Total – Household type including census family structure,52645,57020,58947,61109,3.7,51753,54900,6.1
3512,Hastings,County,Ontario,35,4.4,0,  Census-family households,37970,39380,71258,75793,6.4,62019,67711,9.2
3512,Hastings,County,Ontario,35,4.4,0,    Households consisting of only one census family without additional persons,35445,35920,70391,74464,5.8,60987,66282,8.7
3512,Hastings,County,Ontario,35,4.4,0,"      One couple, with or without children in their census family",31030,30995,75054,79708,6.2,64521,70489,9.2
3512,Hastings,County,Ontario,35,4.4,0,"        One couple, without children in their census family",16030,17650,65068,69017,6.1,56636,61879,9.3
3512,Hastings,County,Ontario,35,4.4,0,"        One couple, with children in their census family",14995,13345,87799,96415,9.8,75668,84554,11.7
3512,Hastings,County,Ontario,35,4.4,0,      One lone-parent census family,4415,4925,40326,42624,5.7,38043,40832,7.3
3512,Hastings,County,Ontario,35,4.4,0,    Other census-family households,2520,3460,86435,90167,4.3,77254,82759,7.1
3512,Hastings,County,Ontario,35,4.4,0,  Non-census-family households,14675,17640,31597,33027,4.5,28642,30469,6.4
3513,Prince Edward,Census division,Ontario,35,5,0,Total – Household type including census family structure,10305,10730,63052,66140,4.9,54641,59259,8.5
3513,Prince Edward,Census division,Ontario,35,5,0,  Census-family households,7805,7725,75103,80128,6.7,65272,70931,8.7
3513,Prince Edward,Census division,Ontario,35,5,0,    Households consisting of only one census family without additional persons,7360,7205,73220,79239,8.2,63858,70000,9.6
3513,Prince Edward,Census division,Ontario,35,5,0,"      One couple, with or without children in their census family",6750,6565,75956,82176,8.2,66116,72393,9.5
3513,Prince Edward,Census division,Ontario,35,5,0,"        One couple, without children in their census family",3940,4370,67705,74970,10.7,59053,66534,12.7
3513,Prince Edward,Census division,Ontario,35,5,0,"        One couple, with children in their census family",2810,2200,87287,99095,13.5,77049,86464,12.2
3513,Prince Edward,Census division,Ontario,35,5,0,      One lone-parent census family,610,640,40289,51072,26.8,37942,47232,24.5
3513,Prince Edward,Census division,Ontario,35,5,0,    Other census-family households,440,520,92784,96768,4.3,81526,88320,8.3
3513,Prince Edward,Census division,Ontario,35,5,0,  Non-census-family households,2495,3000,31475,33882,7.6,28468,31021,9
3514,Northumberland,County,Ontario,35,5,0,Total – Household type including census family structure,31550,35685,66040,70208,6.3,57580,62187,8
3514,Northumberland,County,Ontario,35,5,0,  Census-family households,23765,25800,78297,84396,7.8,67371,74327,10.3
3514,Northumberland,County,Ontario,35,5,0,    Households consisting of only one census family without additional persons,22135,23810,77392,82899,7.1,66305,72852,9.9
3514,Northumberland,County,Ontario,35,5,0,"      One couple, with or without children in their census family",19790,21140,81086,87261,7.6,69240,76280,10.2
3514,Northumberland,County,Ontario,35,5,0,"        One couple, without children in their census family",10635,12870,69409,75804,9.2,59807,66974,12
3514,Northumberland,County,Ontario,35,5,0,"        One couple, with children in their census family",9160,8270,97098,108996,12.3,81647,93568,14.6
3514,Northumberland,County,Ontario,35,5,0,      One lone-parent census family,2340,2670,49449,49408,-0.1,45593,45922,0.7
3514,Northumberland,County,Ontario,35,5,0,    Other census-family households,1630,1985,91167,105754,16,79590,94123,18.3
3514,Northumberland,County,Ontario,35,5,0,  Non-census-family households,7780,9890,34223,36761,7.4,30784,33071,7.4
3515,Peterborough,County,Ontario,35,4.6,0,Total – Household type including census family structure,53580,57745,61120,64437,5.4,53658,57588,7.3
3515,Peterborough,County,Ontario,35,4.6,0,  Census-family households,38160,39385,76563,81939,7,66325,72405,9.2
